[07/07 18:38:43.989] | CRITICAL | watchdog   | main_reactor | 
top - 18:38:43 up  3:03,  1 user,  load average: 6.29, 5.34, 4.90
[07/07 18:44:24.144] | INFO     | rates      | SentryJSONRPCServer | grs(): final_scheduled_rate_blocks [<ScheduleRateBlock (-1)[P-2147483647]: 06/07_13:42 - 06/08_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/08_00:00 - 06/08_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/08_13:42 - 06/09_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/09_00:00 - 06/09_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/09_13:42 - 06/10_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/10_00:00 - 06/10_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/10_13:42 - 06/11_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/11_00:00 - 06/11_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/11_13:42 - 06/12_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/12_00:00 - 06/12_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/12_13:42 - 06/13_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/13_00:00 - 06/13_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/13_13:42 - 06/14_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/14_00:00 - 06/14_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/14_13:42 - 06/15_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/15_00:00 - 06/15_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/15_13:42 - 06/16_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/16_00:00 - 06/16_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/16_13:42 - 06/17_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/17_00:00 - 06/17_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/17_13:42 - 06/18_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/18_00:00 - 06/18_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/18_13:42 - 06/19_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/19_00:00 - 06/19_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/19_13:42 - 06/20_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/20_00:00 - 06/20_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/20_13:42 - 06/21_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/21_00:00 - 06/21_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/21_13:42 - 06/22_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/22_00:00 - 06/22_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/22_13:42 - 06/23_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/23_00:00 - 06/23_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/23_13:42 - 06/24_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/24_00:00 - 06/24_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/24_13:42 - 06/25_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/25_00:00 - 06/25_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/25_13:42 - 06/26_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/26_00:00 - 06/26_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/26_13:42 - 06/27_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/27_00:00 - 06/27_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/27_13:42 - 06/28_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/28_00:00 - 06/28_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/28_13:42 - 06/29_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/29_00:00 - 06/29_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/29_13:42 - 06/30_00:00)>, <ScheduleRateBlock (638721)[P10]: 06/30_00:00 - 06/30_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 06/30_13:42 - 07/01_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/01_00:00 - 07/01_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/01_13:42 - 07/02_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/02_00:00 - 07/02_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/02_13:42 - 07/03_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/03_00:00 - 07/03_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/03_13:42 - 07/04_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/04_00:00 - 07/04_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/04_13:42 - 07/05_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/05_00:00 - 07/05_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/05_13:42 - 07/06_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/06_00:00 - 07/06_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/06_13:42 - 07/07_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/07_00:00 - 07/07_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/07_13:42 - 07/08_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/08_00:00 - 07/08_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/08_13:42 - 07/09_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/09_00:00 - 07/09_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/09_13:42 - 07/10_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/10_00:00 - 07/10_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/10_13:42 - 07/11_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/11_00:00 - 07/11_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/11_13:42 - 07/12_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/12_00:00 - 07/12_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/12_13:42 - 07/13_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/13_00:00 - 07/13_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/13_13:42 - 07/14_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/14_00:00 - 07/14_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/14_13:42 - 07/15_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/15_00:00 - 07/15_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/15_13:42 - 07/16_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/16_00:00 - 07/16_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/16_13:42 - 07/17_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/17_00:00 - 07/17_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/17_13:42 - 07/18_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/18_00:00 - 07/18_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/18_13:42 - 07/19_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/19_00:00 - 07/19_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/19_13:42 - 07/20_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/20_00:00 - 07/20_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/20_13:42 - 07/21_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/21_00:00 - 07/21_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/21_13:42 - 07/22_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/22_00:00 - 07/22_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/22_13:42 - 07/23_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/23_00:00 - 07/23_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/23_13:42 - 07/24_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/24_00:00 - 07/24_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/24_13:42 - 07/25_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/25_00:00 - 07/25_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/25_13:42 - 07/26_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/26_00:00 - 07/26_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/26_13:42 - 07/27_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/27_00:00 - 07/27_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/27_13:42 - 07/28_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/28_00:00 - 07/28_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/28_13:42 - 07/29_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/29_00:00 - 07/29_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/29_13:42 - 07/30_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/30_00:00 - 07/30_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/30_13:42 - 07/31_00:00)>, <ScheduleRateBlock (638721)[P10]: 07/31_00:00 - 07/31_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 07/31_13:42 - 08/01_00:00)>, <ScheduleRateBlock (638721)[P10]: 08/01_00:00 - 08/01_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/01_13:42 - 08/02_00:00)>, <ScheduleRateBlock (638721)[P10]: 08/02_00:00 - 08/02_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/02_13:42 - 08/03_00:00)>, <ScheduleRateBlock (638721)[P10]: 08/03_00:00 - 08/03_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/03_13:42 - 08/04_00:00)>, <ScheduleRateBlock (638721)[P10]: 08/04_00:00 - 08/04_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/04_13:42 - 08/05_00:00)>, <ScheduleRateBlock (638721)[P10]: 08/05_00:00 - 08/05_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/05_13:42 - 08/06_00:00)>, <ScheduleRateBlock (638721)[P10]: 08/06_00:00 - 08/06_13:42)>, <ScheduleRateBlock (-1)[P-2147483647]: 08/06_13:42 - 08/06_23:59)>]
[07/07 18:44:24.153] | INFO     | rates      | SentryJSONRPCServer | _schedule_changed(): 
[07/07 18:44:24.153] | INFO     | mps.ui     | SentryJSONRPCServer | _on_rate_schedule_update(): handling rate schedule update
[07/07 18:44:24.306] | INFO     | gui        | SentryJSONRPCServer | rate_schedule_changed_callback(): updating self.rate_schedule
[07/07 18:44:24.307] | INFO     | rates      | SentryJSONRPCServer | _schedule_changed(): 
[07/07 18:44:24.307] | INFO     | mps.ui     | SentryJSONRPCServer | _on_rate_schedule_update(): handling rate schedule update
[07/07 18:44:24.444] | INFO     | gui        | SentryJSONRPCServer | rate_schedule_changed_callback(): updating self.rate_schedule
[07/07 18:44:24.459] | INFO     | FixedRate  | SentryJSONRPCServer | FR():__init__(): __repr__(): <FixedRate (PARKER_TYPE_NORMAL): 25¢:15:240, (PARKER_TYPE_HANDICAP): 25¢:30:240, (PARKER_TYPE_SENIOR): 25¢:15:240, (PARKER_TYPE_MUNI): 25¢:15:240, (PARKER_TYPE_VETERAN): 25¢:15:240, >
[07/07 18:44:24.460] | INFO     | rate       | SentryJSONRPCServer | R()::__init__(): <RateBlock (fixed638723)[P14]: 05/01-07/07, 14:13-23:59-240-10-15-False-True-60-100-60-<mps.parking.rate_models.rate_types.RateBlockSchedule object at 0x9214c6ac>>
[07/07 18:44:24.460] | INFO     | fixed_rb   | SentryJSONRPCServer | FRB()::__init__(): __repr__(): <RateBlock (fixed638723)[P14]: 05/01-07/07, 14:13-23:59-240-10-15-False-True-60-100-60-<mps.parking.rate_models.rate_types.RateBlockSchedule object at 0x9214c6ac>> __str__(): rate <FixedRate (PARKER_TYPE_NORMAL): 25¢:15:240, (PARKER_TYPE_HANDICAP): 25¢:30:240, (PARKER_TYPE_SENIOR): 25¢:15:240, (PARKER_TYPE_MUNI): 25¢:15:240, (PARKER_TYPE_VETERAN): 25¢:15:240, > max_time 240 first_payment_free_time 10 card_increment_time 15                 default_minimum_cost 100 default_minimum_time 60 disconnect_free True                 mins_accept_free_before_rate 60 unenforced False
[07/07 18:44:24.461] | INFO     | parking_serv | SentryJSONRPCServer | add_rate_blocks(): Adding to rate_provider rate block: rate <FixedRate (PARKER_TYPE_NORMAL): 25¢:15:240, (PARKER_TYPE_HANDICAP): 25¢:30:240, (PARKER_TYPE_SENIOR): 25¢:15:240, (PARKER_TYPE_MUNI): 25¢:15:240, (PARKER_TYPE_VETERAN): 25¢:15:240, > max_time 240 first_payment_free_time 10 card_increment_time 15                 default_minimum_cost 100 default_minimum_time 60 disconnect_free True                 mins_accept_free_before_rate 60 unenforced False
[07/07 18:44:24.461] | INFO     | rates      | SentryJSONRPCServer | RateBlocksPDO()::add_rate_block(): rate_blocks [<RateBlock (fixed638723)[P14]: 05/01-07/07, 14:13-23:59-240-10-15-False-True-60-100-60-<mps.parking.rate_models.rate_types.RateBlockSchedule object at 0x9214c6ac>>, <RateBlock (fixed638721)[P10]: 05/01-07/07, 00:00-13:42-240-10-15-False-True-60-100-60-<mps.parking.rate_models.rate_types.RateBlockSchedule object at 0x921a35cc>>, <RateBlock (fixed-1)[P-2147483647]: null-null, 00:00-23:59-120-0-30-False-True-60-75-0-<mps.parking.rate_models.rate_types.RateBlockSchedule object at 0xb39eccac>>]
[07/07 18:44:24.531] | INFO     | rates      | SentryJSONRPCServer | grs(): resetting - cached-start=2026-06-07 13:44:23.967890 cached-duration=60 days, 0:00:00 cached-end=2026-08-06 13:44:23.967890 req-start=2026-06-06 13:44:23.967890 req-end=2026-08-06 13:44:23.967890
[07/07 18:44:24.554] | INFO     | rates      | SentryJSONRPCServer | grs(): readjust new sch (cached-start=2026-06-07 13:44:24.554289 cached-duration=60 days, 0:00:00 cached-end=2026-08-06 13:44:23.967890 req-start=2026-06-06 13:44:23.967890 req-end=2026-08-06 13:44:23.967890) #days 60 days, 0:00:00
